unique_id,category,length_type,num_audio,n_choices,method,method_name,signal,budget,n_particles,gold_letter,selected_letter,majority_letter,preds,distinct_ratio,consensus,ess_ratio,parsed_ratio,oracle_correct,selected_correct,majority_correct,error
speech_stress_perception_da08ba86-dd29-4161-8b3b-f178a9036f2f,speech_stress_perception,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_c5023459-40bf-4d8c-8394-98ff3739ac4d,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_d16acf26-e1e5-4a26-b9c5-c8e1fbb3b465,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_0b59c9ec-cdcc-420d-b245-32713942bbdf,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_cbb3bc8f-2c14-4a37-8b3b-16c72b844a61,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_c63426ba-4a48-40c3-b277-3565d8488a77,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_59ceb32b-f003-4c7c-8bf4-ef1d5c42d299,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_c50c859e-d7ba-4888-8171-65ee571573d9,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_b7a167d5-cd60-4351-910e-2d19b6e172c0,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_56bcadb5-d18f-4435-b2f2-f41252e1955a,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_071fe945-8061-4ad0-843e-1857b034434e,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speech_act_classification_50314713-d589-4724-b615-7c00a84ce3e2,speech_act_classification,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,,,?,0.0,0.0,1.0,0.0,False,False,False,
speech_translation_396fe2ea-cba6-4ce5-bf2c-b8ffd37d4d3e,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_932e2944-1514-40d7-b8a9-444c389f1e86,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_2bb44caa-1c91-481a-bea6-a6b7d1d77865,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_fce80f8a-b5b5-4f51-b1ac-28283304dbca,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_f0be860c-2958-49e7-a9ed-48e6164b4eec,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_d6236415-5b10-4377-b035-277387770d40,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_e68f7902-20d9-4869-aaf4-a0921eae53d4,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_291aac9f-e420-40c7-ae63-222453c322ce,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_92ef0a75-eeba-4a84-82c0-99ec5be816d4,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_a674b512-e914-4c94-beea-3c93be5aea22,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_8c23ae8b-8002-4fc1-9fc7-d14eea6a7cf2,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_d977e619-c1b9-47d4-96cc-fdc961c4cb26,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_e2340f79-0b8e-4e33-bd2a-7d9dbba31cd8,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_19f01309-c645-4d39-b9e9-420eb9071340,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_cd4d69fe-bd47-4ab0-a8bb-e3317b999a01,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_235adb32-7237-43fc-8cfd-168797b37875,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_a23c5a2e-0794-4cdf-97df-ceb7f2341b04,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_c1957467-26a2-4304-bd2d-484101bd72d3,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_3eca43af-2047-4232-a06a-e27403a4181e,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_3f6ed956-bbd7-44c1-9765-a97d33f9f512,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_568a593c-193c-457a-b88f-001c1f5b3e6f,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_c04de250-3887-4249-9f0c-727f38894295,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_bbd3af11-e6f0-4e59-b1b9-48cd7894fb74,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_28ec06fa-d9d6-4f49-ba5d-26dbe50e7c51,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_0551e1fb-55d6-4bfa-aaa4-88aac669fdb5,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_4f298c75-7d5a-4734-88d5-9f21cfee3fee,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_9c721eb4-de3b-443c-bdc1-99d972523425,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_be4fbedb-a85a-4be8-9d33-93ee7f2a60b6,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_10cb867a-e6d6-4ebe-937d-f14b4284983b,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_9b65903f-d89c-466b-aac9-7b7b4dc68500,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_a3ff7c95-f2a7-4380-a059-40ca43a25926,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_ad5c1d70-e7cc-426d-9117-c9a359855061,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,A,A,A,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_14edb375-9d38-4258-b79e-fbff73938361,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,D,D,D,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_26cd0993-4896-4a4c-b4cf-a6a7a2924e84,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_82d5c25b-f106-4b2f-ab13-04fb899a9f56,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speech_act_classification_3b9847a8-52a0-4773-80b7-f4ecea839735,speech_act_classification,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,,,?,0.0,0.0,1.0,0.0,False,False,False,
speech_translation_a3c696b4-e3b8-4378-8e7e-a6c65ddfd03f,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_1397dd43-bd02-41c1-b432-bf3e0d05e7fd,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_0f95ce6e-56ef-4251-83a5-2a1795d1191d,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_c3acfef3-fcf0-4c5e-a273-21d32d231ac0,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_f46bc18a-bab7-4ab8-ba04-b425a8dac13b,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_26c3c434-8402-4e4a-bfa3-aadb157daaad,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_4ecca9ba-0b36-479a-a542-5362a60fae5e,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_17144689-b68c-421a-bdf7-33fa580c026c,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,D,D,D,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_359a30c8-12b9-4f15-ac0c-125e572afbca,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_translation_860b8cb4-123d-4341-9d64-ce29abfbc83f,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_3d738340-e4a3-435b-a5c3-21220fa05d4a,speech_translation,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,A,A,A,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_5ee38053-f258-4560-8634-9ba8426897b3,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_c8f37c95-2d3b-4ff6-8f3a-35b60a86dd67,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speech_translation_8c63e12e-7b94-4de1-877f-4bdfe65f1f0e,speech_translation,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_00b8d4f6-4d59-4f73-bb6b-1ed207913033,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_5d63d38e-a9ad-4be7-83c7-3c230e45174c,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_4e225a85-0a47-4f64-9296-12046174dc2f,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,A,A,A,1.0,1.0,1.0,1.0,True,True,True,
speed_comparison_144c582c-af16-4849-9f98-f9ab71ddd600,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_0b61920b-b1b1-4f51-9f2c-a38461987e7c,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,D,D,D,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_1b6709ca-5430-49ad-95ae-a5d8e5f0026c,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speech_act_classification_f02c0ad7-1170-4f5b-8a21-ea1645e7762a,speech_act_classification,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,,,?,0.0,0.0,1.0,0.0,False,False,False,
speed_comparison_5b412f5a-b3c8-429e-b0dc-19ed5ef67f3e,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_eeb7bff6-0e95-41c7-9365-a4efe5dc8f8b,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_a6432b4a-3fe6-4507-8727-c720ac17c5ee,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_44d801d0-2ccd-45c7-a155-ea9d2832714e,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_da84b747-ae36-4932-9f22-4bdaee6d7b24,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_18d16aff-55c2-4872-b6d9-53ffb0e0545c,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speed_comparison_d041b3c0-f8d1-4b48-92d6-3ed10a3a79bf,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speed_comparison_cfdf373b-7d8a-4d7e-bf44-c28dba4b1b06,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_ed593550-3d67-418f-bdc5-42401366ee87,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speed_comparison_bc4a42d4-c62b-4c84-8b1d-c02c00aba849,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_9f043173-0259-463f-a2b2-a9a3bcb7f04c,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,A,A,A,1.0,1.0,1.0,1.0,True,True,True,
speed_comparison_a2ce09e3-1ba5-48f9-92d0-2639654a0423,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_64893c39-2e16-40f0-a5e3-ab4ed9e7a852,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_60cff02b-1ead-4bdc-a8f1-71c227ebf1be,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_466d5241-a8f0-440f-8a76-50b8e1930e76,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_f967c594-e0c6-4f4a-9ede-dc5ceb5b06c4,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speed_comparison_a8fab9e3-5258-4620-8912-e69fa045ffb3,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_774de97d-2d09-4abf-a8d4-bbbc4d2552ce,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_60da59e4-9857-4f8a-9f7d-edb29618b8ae,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speed_comparison_609e190f-67c7-460a-9975-bd312f5cdf0a,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_b608c232-1088-4193-953a-850c4610656d,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_fae1bd5e-1c15-4fe3-80c7-25b0075c5e74,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_42e4d757-5da9-485f-9d41-0dd572b32d56,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_b9b31c58-141d-43a6-ab15-780a1a83001b,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_8f63e6a5-ec95-4ceb-8025-fb0ea10ef8aa,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,A,A,A,1.0,1.0,1.0,1.0,True,True,True,
speed_comparison_90602c28-46e0-4ba8-babc-f926794003c6,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_8d717e15-7959-4324-9533-b5d1298260c5,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
speech_act_classification_0b7ee639-1af3-4146-86e6-66eabb77ea65,speech_act_classification,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,,,?,0.0,0.0,1.0,0.0,False,False,False,
speed_comparison_99f20b2a-6b9d-48dd-a1f9-8c8b0be36ca4,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_a8bd3d03-f4bb-4ba9-be59-0355252c3191,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_728570e4-deb9-4a39-a58d-94dcf8964bea,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_701316b6-985f-4423-a6e4-d7c15f9c5909,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_40a0dac7-7b14-4d16-a0f6-245d7fec4e51,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_acffc224-f79c-4620-8f05-e2160d2d548b,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_7c084383-15b2-477c-8531-fdc22fd8f1d6,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_21238463-fbc1-44ff-9513-5658083ad3f4,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_21882204-683a-4226-9904-81e73bc4271e,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_5d988a77-ac21-46d4-bf02-a849531bf016,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_c4484815-9537-4c62-bd12-710bac9827e6,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_6ccdd55f-1c56-441c-a52b-490afc5a3441,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
speed_comparison_7afbcee1-4be0-4bab-8c7d-998abffd488e,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_7f4b8f50-8f73-4405-bec4-68cd804a2184,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_f82a2645-558d-4103-829c-31770f09df8b,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_e9dd451b-de0d-4a36-9e9c-7c8a42808c01,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_b781fefb-f5b4-4635-8dcb-a4b496eff475,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_d2060b73-1682-4e4f-a40f-f99d4c9b525b,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_25131b64-2292-490a-98e2-d01844705b7f,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,D,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_54b6fb87-0bc0-4799-8752-2bb7adc7fda1,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_0bb20925-06eb-49a8-9227-4f45a8c5e4cd,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
speed_comparison_d7ab036b-1a15-4f38-b3c2-48acf8ea0c70,speed_comparison,10to30s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
stress_based_reasoning_33e15c41-3e7d-47d3-a314-f1001a6e72f8,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,A,A,A,1.0,1.0,1.0,1.0,True,True,True,
stress_based_reasoning_d02d54ef-fa13-4f4b-96a5-a551f8fa1c68,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,A,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
stress_based_reasoning_a920eebd-88e5-4a7d-827c-c861844525a8,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,A,A,A,1.0,1.0,1.0,1.0,False,False,False,
stress_based_reasoning_cf6840d2-3041-488d-91eb-717bd981aa7a,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,B,B,B,1.0,1.0,1.0,1.0,False,False,False,
speech_act_classification_b6ae25e1-bddd-42c2-a98c-3c1b25a574b7,speech_act_classification,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,,,?,0.0,0.0,1.0,0.0,False,False,False,
stress_based_reasoning_dedfd1fc-c377-4970-8c08-5d4bd3a505f7,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
stress_based_reasoning_30cb64b6-95e9-4138-9002-49da2b210f6c,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,C,C,C,C,1.0,1.0,1.0,1.0,True,True,True,
stress_based_reasoning_4d691574-e279-4fe6-9627-0dd9d70b2ce2,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
stress_based_reasoning_497b2845-ad54-4181-bca2-48ea468168db,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,B,B,B,1.0,1.0,1.0,1.0,True,True,True,
stress_based_reasoning_574cb311-b4ae-4e40-91c7-e588f67e5ad3,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
stress_based_reasoning_e155f84e-24ad-4998-9cb4-9f7049f80ba8,stress_based_reasoning,le10s,1,4,10,native inline MCQ (Mellow),mean_logprob,1,1,B,C,C,C,1.0,1.0,1.0,1.0,False,False,False,
